method,method_label,point,target_weekly_return,expected_weekly_return,expected_return_ann,risk_value,risk_label,weight_entropy,effective_n_entropy,herfindahl_hhi,effective_n_hhi,max_weight,top3_weight,n_positions_gt_1pct,w_SPY,w_EFA,w_EEM,w_AGG,w_LQD,w_HYG,w_GLD,w_VNQ,w_DBC
mvpo,MVPO,0,0.0006789484658565766,0.0006789484658781891,0.03592354246177765,5.796997518940867e-05,weekly_variance,1.0702481399592791,2.9161030118898,0.43263580202199464,2.3114129605694567,0.6,0.9297238931992797,5,0.010237074996700159,3.4897757426877174e-19,0.0,0.6,0.0,0.2502065307989242,0.07951736240035562,5.824198545320569e-18,0.060039031804020045
mvpo,MVPO,1,0.0007587764805160812,0.0007587764805160434,0.04022955553145313,5.93201482280253e-05,weekly_variance,1.1463181480587141,3.14658629103163,0.41816552950221864,2.391397495605133,0.6000000000000001,0.9022457762273248,5,0.04613965410650504,0.0,4.797409324791146e-18,0.6000000000000001,0.0,0.2131565217155145,0.08908925451181023,0.0,0.05161456966617021
mvpo,MVPO,2,0.0008386044951755858,0.0008386044951699408,0.04455312175403514,6.123448436737748e-05,weekly_variance,1.1817042088740526,3.259925064856374,0.40934254362177985,2.4429417747596003,0.6,0.8747610352849822,5,0.08204331132871781,1.6703241565671037e-18,9.312366248897483e-18,0.6,3.172722376979817e-17,0.1761023523168191,0.09865868296816305,0.0,0.04319565338630007
mvpo,MVPO,3,0.0009184325098350903,0.0009184325098147559,0.04889431127369881,6.37129835950499e-05,weekly_variance,1.1903938234475664,3.2883759919781723,0.4061691577384995,2.46202839616843,0.6000000000000001,0.856996706581344,5,0.1179464290542598,7.480994990149982e-18,8.456776945386936e-18,0.6000000000000001,1.3281476612947433e-18,0.13905027752708402,0.10822934039677341,0.0,0.034773953021882714
mvpo,MVPO,4,0.0009982605244945948,0.0009982605244946072,0.053253194513073865,6.675564591669998e-05,weekly_variance,1.17507826927612,3.2383964008609674,0.4086445956998416,2.447114217398147,0.5999999999999999,0.8716495489648445,5,0.15384954683120206,0.0,1.1443415117405596e-18,0.5999999999999999,0.0,0.10199818809671356,0.11780000213364253,1.2660813220846838e-17,0.026352262938441878
mvpo,MVPO,5,0.0010780885391540995,0.001078088539157319,0.05762984216526257,7.036247133064521e-05,weekly_variance,1.1340159320194696,3.1081134425600117,0.4167689456269996,2.39941101776566,0.5999999999999999,0.9171244507772368,5,0.1897523701241683,0.0,0.0,0.5999999999999999,7.174538469833373e-17,0.06494477782192778,0.12737208065306865,0.0,0.01793077140083525
mvpo,MVPO,6,0.001157916553813604,0.001157916553813669,0.06202432520362011,7.453345989467406e-05,weekly_variance,1.0588014591691581,2.882913628092506,0.4305426223460745,2.3226504139146296,0.6000000000000001,0.9626000779855893,4,0.22565352195647037,0.0,0.0,0.6000000000000001,0.0,0.02790251725904472,0.13694655602911884,4.494356818131318e-18,0.009497404755365996
mvpo,MVPO,7,0.0012377445684731087,0.0012377445684091245,0.06643671487573011,7.931991861832924e-05,weekly_variance,0.9296120661879016,2.533526146498616,0.4481201207501044,2.231544520531925,0.5999999999999999,0.9999999999999999,3,0.26371860305320777,1.1492543028346347e-17,5.421010862427522e-19,0.5999999999999999,1.240327285323417e-16,0.0,0.13628139694679225,0.0,0.0
mvpo,MVPO,8,0.0013175725831326133,0.0013175725834658298,0.07086708274011966,8.686772567398991e-05,weekly_variance,0.881750210113359,2.415122982197593,0.4658031681048608,2.146829537610362,0.6,1.0,3,0.31358514010393423,2.6020852139652106e-18,0.0,0.6,0.0,1.37287100090977e-17,0.08641485989606586,5.488773498207866e-19,1.3010426069826053e-18
mvpo,MVPO,9,0.001397400597792118,0.001397400597876342,0.07531550054480096,9.76968052344272e-05,weekly_variance,0.8898010146273472,2.4346451443152537,0.4539918294800773,2.2026828129158726,0.570587851405389,1.0,3,0.34928678730689483,3.0357660829594116e-18,8.673617379884034e-19,0.570587851405389,0.0,0.0,0.0801253612877162,0.0,0.0
mvpo,MVPO,10,0.0014772286124516225,0.0014772286126058843,0.07978204043404857,0.00010970118467668974,weekly_variance,0.930635745194233,2.5361209919445833,0.4288075359322459,2.3320485677238794,0.5261873676247093,1.0,3,0.37777005315572343,1.496198998029996e-17,1.2333858503206681e-17,0.5261873676247093,3.230922474006803e-17,0.0,0.09604257921956727,2.6347806857292266e-17,0.0
mvpo,MVPO,11,0.0015570566271111272,0.001557056627320223,0.08426677476199873,0.00012271485898567055,weekly_variance,0.9629196304744753,2.6193328042446,0.40969535151101233,2.440838042979652,0.48178687865602504,1.0,3,0.4062533164965117,1.0408340855860846e-17,3.079134169858833e-17,0.48178687865602504,1.8214596497756478e-17,2.5033211723153598e-17,0.11195980484746326,1.3010426069826057e-18,4.293440603042599e-17
mvpo,MVPO,12,0.0016368846417706318,0.0016368846417794095,0.08876977617105553,0.00013673782811702464,weekly_variance,0.9868365554447901,2.682734353227353,0.3966552863521045,2.5210807328364107,0.437386393836069,1.0,3,0.4347365816759403,0.0,5.421010862427522e-18,0.437386393836069,0.0,0.0,0.1278770244879907,6.505213034913027e-19,5.767955557622884e-17
mvpo,MVPO,13,0.0017167126564301362,0.001716712655806943,0.09329111759130582,0.00015177009202673437,weekly_variance,1.002384539538176,2.7247714132156338,0.3896873391390966,2.566159840371555,0.46321984865355986,1.0,3,0.46321984865355986,3.7947076036992655e-17,0.0,0.3929859133097882,0.0,1.1275702593849246e-17,0.14379423803665192,6.688172151519955e-17,2.7077949257825473e-17
mvpo,MVPO,14,0.0017965406710896408,0.0017965406708067685,0.09783087232813914,0.0001678116509896173,weekly_variance,1.0093872567994495,2.7439191819820397,0.3887914907980427,2.572072752794502,0.49170310571410947,0.9999999999999999,3,0.49170310571410947,0.0,8.673617379884034e-19,0.3485854109304398,0.0,1.7347234759768067e-18,0.15971148335545063,0.0,8.673617379884034e-19
mvpo,MVPO,15,0.0018763686857491454,0.0018763686853632221,0.1023891138134041,0.00018486250473090705,weekly_variance,1.0074792330629876,2.738688710570506,0.39396777317056164,2.538278681914084,0.5201863726521182,1.0,3,0.5201863726521182,5.204170427930421e-18,0.0,0.30418492963585764,8.673617379884035e-19,8.673617379884035e-19,0.17562869771202425,2.6020852139652106e-18,1.734723475976807e-18
mvpo,MVPO,16,0.00195619670040865,0.001956196700079148,0.1069659158812113,0.0002029226533741508,weekly_variance,0.9960620980216545,2.7075985497268107,0.40521616958171486,2.467818599223846,0.5486696397623486,0.9999999999999999,3,0.5486696397623486,3.903127820947815e-18,2.6020852139652103e-18,0.25978444849202964,0.0,2.1684043449710085e-18,0.1915459117456216,1.3227266504323151e-17,0.0
mvpo,MVPO,17,0.002036024715068155,0.002036024714639031,0.11156135260191391,0.0002219920968479982,weekly_variance,0.9742154123562686,2.6490879537338388,0.4225366833790175,2.3666584212358077,0.5771529114248626,1.0,3,0.5771529114248626,1.328147661294743e-18,0.0,0.2153839770030196,1.0668549377257364e-16,0.0,0.20746311157211778,3.903127820947816e-18,1.0237663716989101e-17
mvpo,MVPO,18,0.002115852729727659,0.00211585272992984,0.11617549840507602,0.00024217194963220773,weekly_variance,0.9419218898164394,2.5649061514287714,0.44331616097914134,2.2557264724825843,0.5999999999999999,1.0,3,0.5999999999999999,1.8973538018496324e-18,0.0,0.1592804655040029,0.0,3.4694469519536134e-18,0.24071953449599728,0.0,0.0
mvpo,MVPO,19,0.002195680744387164,0.0021956807444081586,0.12080842787061385,0.00026686336095361655,weekly_variance,0.8345188891587813,2.3037054439635516,0.4816236363385833,2.076310057376412,0.5999999999999999,0.9999999999999999,3,0.5999999999999999,0.0,5.995638013844838e-17,0.05573698266952908,0.0,0.0,0.34426301733047093,1.3796472644878041e-17,5.258380536554695e-18
mvpo,MVPO,20,0.0022755087590466683,0.002275508758298309,0.12546021597228219,0.00030045430368118325,weekly_variance,0.8023024559993555,2.2306710422192926,0.4914160101381287,2.0349357354452433,0.6,1.0,3,0.6,5.822433655585996e-19,0.0,6.938893903907228e-18,1.2425643786098842e-18,6.062279593672856e-19,0.3603371605993581,0.039662839400641955,8.583702114642856e-19
repo,REPO,0,0.0006789484658565766,0.0009446488778709168,0.050323860151147315,0.23779328139074238,entropy,1.205352999250463,3.337937159439636,0.4095479626502575,2.4417164561845763,0.597115214111,0.905451063409,5,0.131669350763,0.007223554206,0.003607581038,0.597115214111,0.176666498535,0.06486773336,0.003845473985,0.012656920854,0.002347673149
