scenario,segment,segment_start_week,segment_end_week,segment_length_weeks,asset,prior_return,posterior_return,return_change,prior_vol,posterior_vol,vol_change
single_short_view,0-4W,0,4,4,SPY,0.01068444971566183,0.013620913572981468,0.0029364638573196374,0.04657214171492579,0.030445786372428164,-0.016126355342497626
single_short_view,0-4W,0,4,4,EFA,0.0056201559231414,0.00806050252768848,0.0024403466045470803,0.047077593242561395,0.03685794668362025,-0.010219646558941142
single_short_view,0-4W,0,4,4,EEM,0.005202014238045391,0.007567050435689032,0.002365036197643641,0.052978485564842075,0.0447331561558688,-0.008245329408973275
single_short_view,0-4W,0,4,4,AGG,0.0004726617207646137,0.00039708132492274727,-7.558039584186645e-05,0.013994639806010997,0.013965211707554466,-2.942809845653087e-05
single_short_view,0-4W,0,4,4,GLD,0.00979108113246034,0.00982505276625028,3.397163378993963e-05,0.04003775277145928,0.04003567679141475,-2.075980044528858e-06
single_short_view,4-12W,4,12,8,SPY,0.02136889943132366,0.02136889943132366,0.0,0.06586295444200982,0.06586295444200982,0.0
single_short_view,4-12W,4,12,8,EFA,0.0112403118462828,0.0112403118462828,0.0,0.0665777708475143,0.0665777708475143,0.0
single_short_view,4-12W,4,12,8,EEM,0.010404028476090782,0.010404028476090782,0.0,0.07492289279978691,0.07492289279978691,0.0
single_short_view,4-12W,4,12,8,AGG,0.0009453234415292274,0.0009453234415292274,0.0,0.019791409414187132,0.019791409414187132,0.0
single_short_view,4-12W,4,12,8,GLD,0.01958216226492068,0.01958216226492068,0.0,0.05662193297633869,0.05662193297633869,0.0
single_long_view,0-4W,0,4,4,SPY,0.01068444971566183,0.010982919277850622,0.00029846956218879117,0.04657214171492579,0.04650086911964264,-7.127259528314639e-05
single_long_view,0-4W,0,4,4,EFA,0.0056201559231414,0.006109781314505271,0.0004896253913638706,0.047077593242561395,0.04688761361646163,-0.00018997962609976216
single_long_view,0-4W,0,4,4,EEM,0.005202014238045391,0.005852575137644616,0.0006505608995992247,0.052978485564842075,0.05268021052834092,-0.0002982750365011569
single_long_view,0-4W,0,4,4,AGG,0.0004726617207646137,0.00074152243097638,0.0002688607102117663,0.013994639806010997,0.013800986705389302,-0.00019365310062169523
single_long_view,0-4W,0,4,4,GLD,0.00979108113246034,0.01181686176215783,0.00202578062969749,0.04003775277145928,0.03601995732827781,-0.004017795443181468
single_long_view,4-12W,4,12,8,SPY,0.02136889943132366,0.021965838555701243,0.0005969391243775823,0.06586295444200982,0.06566121037338771,-0.0002017440686221117
single_long_view,4-12W,4,12,8,EFA,0.0112403118462828,0.012219562629010541,0.0009792507827277412,0.0665777708475143,0.06603933427558357,-0.0005384365719307282
single_long_view,4-12W,4,12,8,EEM,0.010404028476090782,0.011705150275289232,0.0013011217991984493,0.07492289279978691,0.07407684158867009,-0.0008460512111168189
single_long_view,4-12W,4,12,8,AGG,0.0009453234415292274,0.00148304486195276,0.0005377214204235326,0.019791409414187132,0.01923977779417824,-0.0005516316200088918
single_long_view,4-12W,4,12,8,GLD,0.01958216226492068,0.02363372352431566,0.00405156125939498,0.05662193297633869,0.04453881464236365,-0.012083118333975039
mixed_horizon_views,0-4W,0,4,4,SPY,0.01068444971566183,0.013900334356337111,0.0032158846406752806,0.04657214171492579,0.030349544071596225,-0.016222597643329565
mixed_horizon_views,0-4W,0,4,4,EFA,0.0056201559231414,0.008533529911632344,0.002913373988490944,0.047077593242561395,0.0366297671764409,-0.010447826066120498
mixed_horizon_views,0-4W,0,4,4,EEM,0.005202014238045391,0.008200966237402855,0.0029989519993574637,0.052978485564842075,0.04439527364850383,-0.008583211916338242
mixed_horizon_views,0-4W,0,4,4,AGG,0.0004726617207646137,0.0006655537201161545,0.00019289199935154075,0.013994639806010997,0.013770460848533195,-0.00022417895747780213
mixed_horizon_views,0-4W,0,4,4,GLD,0.00979108113246034,0.011844187892580585,0.0020531067601202452,0.04003775277145928,0.036018445682223205,-0.004019307089236077
mixed_horizon_views,4-12W,4,12,8,SPY,0.02136889943132366,0.02196394202251495,0.0005950425911912874,0.06586295444200982,0.06566120637909448,-0.0002017480629153412
mixed_horizon_views,4-12W,4,12,8,EFA,0.0112403118462828,0.012216451454803143,0.0009761396085203426,0.0665777708475143,0.06603932358813766,-0.0005384472593766426
mixed_horizon_views,4-12W,4,12,8,EEM,0.010404028476090782,0.011701016485810836,0.0012969880097200535,0.07492289279978691,0.07407682476804135,-0.000846068031745556
mixed_horizon_views,4-12W,4,12,8,AGG,0.0009453234415292274,0.001481336469124799,0.0005360130275955717,0.019791409414187132,0.01923976673294693,-0.0005516426812402012
mixed_horizon_views,4-12W,4,12,8,GLD,0.01958216226492068,0.02362085132333073,0.004038689058410049,0.05662193297633869,0.04453854337583208,-0.01208338960050661
conflicting_horizon_views,0-4W,0,4,4,SPY,0.01068444971566183,0.010943803646320714,0.00025935393065888365,0.04657214171492579,0.024819291798110703,-0.021752849916815087
conflicting_horizon_views,0-4W,0,4,4,EFA,0.0056201559231414,0.0058356918584745385,0.0002155359353331384,0.047077593242561395,0.03381942740817694,-0.013258165834384453
conflicting_horizon_views,0-4W,0,4,4,EEM,0.005202014238045391,0.005410898618651834,0.00020888438060644252,0.052978485564842075,0.04241875825741548,-0.010559727307426596
conflicting_horizon_views,0-4W,0,4,4,AGG,0.0004726617207646137,0.00046598632011444704,-6.675400650166675e-06,0.013994639806010997,0.013957834450718581,-3.6805355292416145e-05
conflicting_horizon_views,0-4W,0,4,4,GLD,0.00979108113246034,0.009794081570123608,3.0004376632680047e-06,0.04003775277145928,0.040035157037355405,-2.5957341038759796e-06
conflicting_horizon_views,4-12W,4,12,8,SPY,0.02136889943132366,-0.007419627779075552,-0.028788527210399213,0.06586295444200982,0.041311827416839066,-0.024551127025170753
conflicting_horizon_views,4-12W,4,12,8,EFA,0.0112403118462828,-0.012684377181538507,-0.023924689027821307,0.0665777708475143,0.051140362879927806,-0.015437407967586497
conflicting_horizon_views,4-12W,4,12,8,EEM,0.010404028476090782,-0.012782331798607405,-0.023186360274698187,0.07492289279978691,0.06250287764451788,-0.012420015155269026
conflicting_horizon_views,4-12W,4,12,8,AGG,0.0009453234415292274,0.0016862991143074377,0.0007409756727782103,0.019791409414187132,0.019747322438237513,-4.408697594961847e-05
conflicting_horizon_views,4-12W,4,12,8,GLD,0.01958216226492068,0.019249110897267857,-0.00033305136765282226,0.05662193297633869,0.056618823087761345,-3.109888577344788e-06
