date,market_label,ticker,proxy_name,price,trailing_12m_dy,next_1m_total_return,fwd_12m_total_return_ann,etf_regime,q1,q3
2005-01-31,Australia,EWA,iShares MSCI Australia ETF,16.829999923706055,,0.05407046754319733,0.25537191250951885,,,
2005-01-31,Canada,EWC,iShares MSCI Canada ETF,16.5,,0.06666652220924507,0.45715495442007215,,,
2005-01-31,Sweden,EWD,iShares MSCI Sweden ETF,19.90999984741211,,0.05725766875099714,0.22804644271272045,,,
2005-01-31,Germany,EWG,iShares MSCI Germany ETF,17.75,,0.04112658612215614,0.24368833023700165,,,
2005-01-31,Hong Kong,EWH,iShares MSCI Hong Kong ETF,11.520000457763672,,0.033854288223986506,0.1965896869138477,,,
2005-01-31,Italy,EWI,iShares MSCI Italy ETF,50.2599983215332,,0.02825317853163245,0.09341258652106998,,,
2005-01-31,Japan,EWJ,iShares MSCI Japan ETF,42.36000061035156,,0.02077457049302245,0.32952773986558603,,,
2005-01-31,Switzerland,EWL,iShares MSCI Switzerland ETF,16.559999465942383,,0.06280178099099776,0.24194526143692396,,,
2005-01-31,Malaysia,EWM,iShares MSCI Malaysia ETF,28.920000076293945,,-0.008298462892914471,0.04669467057481991,,,
2005-01-31,Netherlands,EWN,iShares MSCI Netherlands ETF,18.399999618530273,,0.06086954954262058,0.18603933716560084,,,
2005-01-31,Austria,EWO,iShares MSCI Austria ETF,22.34000015258789,,0.09042056332219373,0.3842826716955232,,,
2005-01-31,Spain,EWP,iShares MSCI Spain ETF,34.72999954223633,,0.02908153286229842,0.13068186971764995,,,
2005-01-31,France,EWQ,iShares MSCI France ETF,23.510000228881836,,0.05019145426195082,0.20775723138968472,,,
2005-01-31,Taiwan,EWT,iShares MSCI Taiwan ETF,23.559999465942383,,0.05602711668496574,0.1570854373667896,,,
2005-01-31,United Kingdom,EWU,iShares MSCI United Kingdom ETF,35.29999923706055,,0.05269141604394134,0.15127012873301582,,,
2005-01-31,Mexico,EWW,iShares MSCI Mexico ETF,25.09000015258789,,0.07054579624284796,0.5685614491921953,,,
2005-01-31,South Korea,EWY,iShares MSCI South Korea ETF,30.969999313354492,,0.10849231593324205,0.5658916931309581,,,
2005-01-31,Brazil,EWZ,iShares MSCI Brazil ETF,21.540000915527344,,0.16341670162201383,0.9528434294756987,,,
2005-01-31,South Africa,EZA,iShares MSCI South Africa ETF,37.20000076293945,,0.08266133028264644,0.5752152548256664,,,
2005-01-31,China,FXI,iShares China Large-Cap ETF,18.059999465942383,,0.06681474142575516,0.3509292758898779,,,
2005-01-31,United States,SPY,SPDR S&P 500 ETF Trust,118.16000366210938,,0.02090418184531795,0.09807629632788317,,,
2005-02-28,Australia,EWA,iShares MSCI Australia ETF,17.739999771118164,,-0.04396873554722813,0.15944954903965192,,,
2005-02-28,Canada,EWC,iShares MSCI Canada ETF,17.600000381469727,,0.014204509211938054,0.33519128174062907,,,
2005-02-28,Sweden,EWD,iShares MSCI Sweden ETF,21.049999237060547,,-0.0332543480835894,0.151375977400098,,,
2005-02-28,Germany,EWG,iShares MSCI Germany ETF,18.479999542236328,,-0.021644805687199842,0.20000241519440443,,,
2005-02-28,Hong Kong,EWH,iShares MSCI Hong Kong ETF,11.90999984741211,,-0.0335853470877987,0.1418705138486236,,,
2005-02-28,Italy,EWI,iShares MSCI Italy ETF,51.68000030517578,,-0.001935144959831936,0.0748115651065362,,,
2005-02-28,Japan,EWJ,iShares MSCI Japan ETF,43.2400016784668,,-0.029602361658314758,0.2820314943273954,,,
2005-02-28,Switzerland,EWL,iShares MSCI Switzerland ETF,17.600000381469727,,-0.04147711791069297,0.15883848259045763,,,
2005-02-28,Malaysia,EWM,iShares MSCI Malaysia ETF,28.68000030517578,,-0.05299867772159517,0.06562936857895751,,,
2005-02-28,Netherlands,EWN,iShares MSCI Netherlands ETF,19.520000457763672,,-0.03534841781705256,0.1379149021249264,,,
2005-02-28,Austria,EWO,iShares MSCI Austria ETF,24.360000610351562,,-0.0632185384841698,0.24626199025794704,,,
2005-02-28,Spain,EWP,iShares MSCI Spain ETF,35.7400016784668,,-0.03553413146604678,0.13584807486655692,,,
2005-02-28,France,EWQ,iShares MSCI France ETF,24.690000534057617,,-0.020655857696901703,0.13281541735122104,,,
2005-02-28,Taiwan,EWT,iShares MSCI Taiwan ETF,24.8799991607666,,-0.06913154491436868,0.02741893171552867,,,
2005-02-28,United Kingdom,EWU,iShares MSCI United Kingdom ETF,37.15999984741211,,-0.02421945636512668,0.08754094526905298,,,
2005-02-28,Mexico,EWW,iShares MSCI Mexico ETF,26.860000610351562,,-0.10163824179951131,0.4444497817642705,,,
2005-02-28,South Korea,EWY,iShares MSCI South Korea ETF,34.33000183105469,,-0.07340532341121975,0.35988868336208957,,,
2005-02-28,Brazil,EWZ,iShares MSCI Brazil ETF,25.059999465942383,,-0.0909815758019743,0.6732631131817348,,,
2005-02-28,South Africa,EZA,iShares MSCI South Africa ETF,40.275001525878906,,-0.09124756938188239,0.357318072857467,,,
2005-02-28,China,FXI,iShares China Large-Cap ETF,19.266666412353516,,-0.05536373112235582,0.28132195879068966,,,
2005-02-28,United States,SPY,SPDR S&P 500 ETF Trust,120.62999725341797,,-0.01829314398453863,0.08175018225082553,,,
2005-03-31,Australia,EWA,iShares MSCI Australia ETF,16.959999084472656,,-0.007075577136564926,0.22254464160779142,,,
2005-03-31,Canada,EWC,iShares MSCI Canada ETF,17.850000381469727,,-0.06106457339620874,0.33284887889926407,,,
2005-03-31,Sweden,EWD,iShares MSCI Sweden ETF,20.350000381469727,,-0.013758945039598958,0.2896037098692823,,,
2005-03-31,Germany,EWG,iShares MSCI Germany ETF,18.079999923706055,,-0.043141646688519386,0.28217653596930536,,,
2005-03-31,Hong Kong,EWH,iShares MSCI Hong Kong ETF,11.510000228881836,,0.046916097863455075,0.2047737238759677,,,
2005-03-31,Italy,EWI,iShares MSCI Italy ETF,51.58000183105469,,-0.049631276283625625,0.10298784338917777,,,
2005-03-31,Japan,EWJ,iShares MSCI Japan ETF,41.959999084472656,,-0.022878884957175383,0.37858047558539076,,,
2005-03-31,Switzerland,EWL,iShares MSCI Switzerland ETF,16.8700008392334,,-0.007113454958935006,0.24834872863681934,,,
2005-03-31,Malaysia,EWM,iShares MSCI Malaysia ETF,27.15999984741211,,0.013254466520906227,0.14675954820874226,,,
2005-03-31,Netherlands,EWN,iShares MSCI Netherlands ETF,18.829999923706055,,-0.04354761690873399,0.23016735559736579,,,
2005-03-31,Austria,EWO,iShares MSCI Austria ETF,22.81999969482422,,-0.03637118321287092,0.3777520117389579,,,
2005-03-31,Spain,EWP,iShares MSCI Spain ETF,34.470001220703125,,-0.02959117113906773,0.20730177490477186,,,
2005-03-31,France,EWQ,iShares MSCI France ETF,24.18000030517578,,-0.03349870485506401,0.22285387755937047,,,
2005-03-31,Taiwan,EWT,iShares MSCI Taiwan ETF,23.15999984741211,,-0.01813492815344253,0.11157966806060293,,,
2005-03-31,United Kingdom,EWU,iShares MSCI United Kingdom ETF,36.2599983215332,,-0.012134592470593897,0.1463783342511844,,,
2005-03-31,Mexico,EWW,iShares MSCI Mexico ETF,24.1299991607666,,-0.024036157257797952,0.6099706495405424,,,
2005-03-31,South Korea,EWY,iShares MSCI South Korea ETF,31.809999465942383,,-0.030493604885943437,0.47520975617261874,,,
2005-03-31,Brazil,EWZ,iShares MSCI Brazil ETF,22.780000686645508,,-0.04082502401800736,0.7844555748261155,,,
2005-03-31,South Africa,EZA,iShares MSCI South Africa ETF,36.599998474121094,,-0.020218387137664884,0.6025713643494213,,,
2005-03-31,China,FXI,iShares China Large-Cap ETF,18.200000762939453,,0.013187339800051712,0.3878068707887483,,,
2005-03-31,United States,SPY,SPDR S&P 500 ETF Trust,117.95999908447266,,-0.018734879240009716,0.12009319051288592,,,
2005-03-31,Europe,VGK,Vanguard FTSE Europe ETF,49.25,,-0.02152305427859802,0.20827720270572536,,,
2005-04-30,Australia,EWA,iShares MSCI Australia ETF,16.84000015258789,,-0.0053441414913120155,0.3493386432248258,,,
2005-04-30,Canada,EWC,iShares MSCI Canada ETF,16.760000228881836,,0.027446444188321983,0.4934218761772857,,,
2005-04-30,Sweden,EWD,iShares MSCI Sweden ETF,20.06999969482422,,0.01694076630148955,0.38322885933402207,,,
2005-04-30,Germany,EWG,iShares MSCI Germany ETF,17.299999237060547,,0.021387262050407196,0.40509568158898057,,,
2005-04-30,Hong Kong,EWH,iShares MSCI Hong Kong ETF,12.050000190734863,,0.0,0.22073469027843817,,,
2005-04-30,Italy,EWI,iShares MSCI Italy ETF,49.02000045776367,,-0.00856830597442726,0.22257039918579125,,,
2005-04-30,Japan,EWJ,iShares MSCI Japan ETF,41.0,,-0.012682747082022106,0.4500505286640095,,,
2005-04-30,Switzerland,EWL,iShares MSCI Switzerland ETF,16.75,,0.003582379581083206,0.33658665576372293,,,
2005-04-30,Malaysia,EWM,iShares MSCI Malaysia ETF,27.520000457763672,,-0.018895063011635904,0.18175597492013584,,,
2005-04-30,Netherlands,EWN,iShares MSCI Netherlands ETF,18.010000228881836,,0.0,0.33789687202926966,,,
2005-04-30,Austria,EWO,iShares MSCI Austria ETF,21.989999771118164,,0.028649270562877804,0.5129377728177835,,,
2005-04-30,Spain,EWP,iShares MSCI Spain ETF,33.45000076293945,,0.002092872786289224,0.30391264757414027,,,
2005-04-30,France,EWQ,iShares MSCI France ETF,23.3700008392334,,0.01925510551335874,0.312450931731294,,,
2005-04-30,Taiwan,EWT,iShares MSCI Taiwan ETF,22.739999771118164,,0.04221660600928434,0.23082549580610023,,,
2005-04-30,United Kingdom,EWU,iShares MSCI United Kingdom ETF,35.81999969482422,,-0.007817034818402346,0.23471550748267989,,,
2005-04-30,Mexico,EWW,iShares MSCI Mexico ETF,23.549999237060547,,0.098513922694345,0.7425575820324697,,,
2005-04-30,South Korea,EWY,iShares MSCI South Korea ETF,30.84000015258789,,0.042477512431561504,0.6178305363586449,,,
2005-04-30,Brazil,EWZ,iShares MSCI Brazil ETF,21.850000381469727,,0.08878651548773453,1.0606509205499997,,,
2005-04-30,South Africa,EZA,iShares MSCI South Africa ETF,35.86000061035156,,-0.03513705407975909,0.7162786363488798,,,
2005-04-30,China,FXI,iShares China Large-Cap ETF,18.440000534057617,,-0.012292886704738382,0.44940518808105123,,,
2005-04-30,United States,SPY,SPDR S&P 500 ETF Trust,115.75,,0.03222481402916788,0.155897558790147,,,
2005-04-30,Europe,VGK,Vanguard FTSE Europe ETF,48.189998626708984,,0.0026979424687885167,0.2993769139756768,,,
2005-05-31,Australia,EWA,iShares MSCI Australia ETF,16.75,,0.05552248853508579,0.28610014144490736,,,
2005-05-31,Canada,EWC,iShares MSCI Canada ETF,17.219999313354492,,0.054006544707634996,0.42078573366019767,,,
2005-05-31,Sweden,EWD,iShares MSCI Sweden ETF,20.40999984741211,,-0.010289122616061519,0.2643487991224698,,,
2005-05-31,Germany,EWG,iShares MSCI Germany ETF,17.670000076293945,,0.003961581120565771,0.3153422230181251,,,
2005-05-31,Hong Kong,EWH,iShares MSCI Hong Kong ETF,12.050000190734863,,0.030705325079276147,0.1431058987278755,,,
2005-05-31,Italy,EWI,iShares MSCI Italy ETF,48.599998474121094,,0.013580594093760778,0.21887076140461592,,,
2005-05-31,Japan,EWJ,iShares MSCI Japan ETF,40.47999954223633,,0.001976169436537889,0.38928938595473683,,,
2005-05-31,Switzerland,EWL,iShares MSCI Switzerland ETF,16.809999465942383,,-0.011302916325752532,0.2761485415657492,,,
2005-05-31,Malaysia,EWM,iShares MSCI Malaysia ETF,27.0,,0.025185113740714193,0.16745323680292246,,,
2005-05-31,Netherlands,EWN,iShares MSCI Netherlands ETF,18.010000228881836,,0.037201436123379006,0.2787882402051405,,,
2005-05-31,Austria,EWO,iShares MSCI Austria ETF,22.6200008392334,,0.06056558537497869,0.37295534569600886,,,
2005-05-31,Spain,EWP,iShares MSCI Spain ETF,33.52000045776367,,0.017303161557690627,0.2631341995972729,,,
2005-05-31,France,EWQ,iShares MSCI France ETF,23.81999969482422,,0.009235833749660527,0.26130883446884656,,,
2005-05-31,Taiwan,EWT,iShares MSCI Taiwan ETF,23.700000762939453,,0.021096946306106812,0.09819882750637743,,,
2005-05-31,United Kingdom,EWU,iShares MSCI United Kingdom ETF,35.540000915527344,,0.011255080880689716,0.21137424790071258,,,
2005-05-31,Mexico,EWW,iShares MSCI Mexico ETF,25.8700008392334,,0.04677205671321438,0.408857098423842,,,
2005-05-31,South Korea,EWY,iShares MSCI South Korea ETF,32.150001525878906,,-0.004665705172068879,0.41736893292724897,,,
2005-05-31,Brazil,EWZ,iShares MSCI Brazil ETF,23.790000915527344,,0.04329577939019713,0.5803851026440012,,,
2005-05-31,South Africa,EZA,iShares MSCI South Africa ETF,34.599998474121094,,0.047543339590164546,0.5012324970987514,,,
2005-05-31,China,FXI,iShares China Large-Cap ETF,18.213333129882812,,0.04520527811196873,0.36793477866682633,,,
2005-05-31,United States,SPY,SPDR S&P 500 ETF Trust,119.4800033569336,,0.001514756285980745,0.08608250738250312,,,
2005-05-31,Europe,VGK,Vanguard FTSE Europe ETF,48.31999969482422,,0.01345198989687435,0.2578668239747679,,,
2005-06-30,Australia,EWA,iShares MSCI Australia ETF,17.68000030517578,,0.01866488782200504,0.215519989234501,,,
2005-06-30,Canada,EWC,iShares MSCI Canada ETF,18.149999618530273,,0.05840269920164909,0.3174754711153276,,,
2005-06-30,Sweden,EWD,iShares MSCI Sweden ETF,20.200000762939453,,0.058910955554785094,0.27598016147176674,,,
2005-06-30,Germany,EWG,iShares MSCI Germany ETF,17.739999771118164,,0.06764383479641056,0.3005145098188913,,,
2005-06-30,Hong Kong,EWH,iShares MSCI Hong Kong ETF,12.420000076293945,,0.06119107128747103,0.11898370305590733,,,
2005-06-30,Italy,EWI,iShares MSCI Italy ETF,49.2599983215332,,0.03775876674989598,0.21081866055218423,,,
2005-06-30,Japan,EWJ,iShares MSCI Japan ETF,40.560001373291016,,0.010848058369551827,0.3508951785737584,,,
2005-06-30,Switzerland,EWL,iShares MSCI Switzerland ETF,16.6200008392334,,0.04933815909399297,0.28771076177449983,,,
2005-06-30,Malaysia,EWM,iShares MSCI Malaysia ETF,27.68000030517578,,0.07514492333214684,0.09810274699686872,,,
2005-06-30,Netherlands,EWN,iShares MSCI Netherlands ETF,18.68000030517578,,0.020878193136540046,0.23566183666782914,,,
2005-06-30,Austria,EWO,iShares MSCI Austria ETF,23.989999771118164,,0.034180965416065634,0.3012905411377853,,,
2005-06-30,Spain,EWP,iShares MSCI Spain ETF,34.099998474121094,,0.04310840072747357,0.26618888446490296,,,
2005-06-30,France,EWQ,iShares MSCI France ETF,24.040000915527344,,0.04950074927406578,0.2611354805826549,,,
2005-06-30,Taiwan,EWT,iShares MSCI Taiwan ETF,24.200000762939453,,0.012396547240410838,0.07133028117345219,,,
2005-06-30,United Kingdom,EWU,iShares MSCI United Kingdom ETF,35.939998626708984,,0.007233844806814993,0.20764464029597485,,,
2005-06-30,Mexico,EWW,iShares MSCI Mexico ETF,27.079999923706055,,0.08677979976924366,0.3900588477662592,,,
2005-06-30,South Korea,EWY,iShares MSCI South Korea ETF,32.0,,0.12468752069567746,0.41835444407688294,,,
2005-06-30,Brazil,EWZ,iShares MSCI Brazil ETF,24.81999969482422,,0.022159709795335214,0.6037614854765203,,,
2005-06-30,South Africa,EZA,iShares MSCI South Africa ETF,36.244998931884766,,0.08566742845681752,0.37892586518063065,,,
2005-06-30,China,FXI,iShares China Large-Cap ETF,19.036666870117188,,0.08142164359254811,0.37182500057628465,,,
2005-06-30,United States,SPY,SPDR S&P 500 ETF Trust,119.18000030517578,,0.03826129876155737,0.08726798216348919,,,
2005-06-30,Europe,VGK,Vanguard FTSE Europe ETF,48.970001220703125,,0.027568255219952542,0.25374320439699005,,,
2005-07-31,Australia,EWA,iShares MSCI Australia ETF,18.010000228881836,,0.026651790173121137,0.2053242332568892,,,
2005-07-31,Canada,EWC,iShares MSCI Canada ETF,19.209999084472656,,0.06194645794878317,0.24634959848449545,,,
2005-07-31,Sweden,EWD,iShares MSCI Sweden ETF,21.389999389648438,,0.020102938223021782,0.19165695849466813,,,
2005-07-31,Germany,EWG,iShares MSCI Germany ETF,18.940000534057617,,0.019007245289814012,0.2165234245301677,,,
2005-07-31,Hong Kong,EWH,iShares MSCI Hong Kong ETF,13.180000305175781,,-0.009104195326856024,0.07083861049383855,,,
2005-07-31,Italy,EWI,iShares MSCI Italy ETF,51.119998931884766,,0.014866885736569468,0.17354390636162842,,,
2005-07-31,Japan,EWJ,iShares MSCI Japan ETF,41.0,,0.08585378241644426,0.3295391408449819,,,
2005-07-31,Switzerland,EWL,iShares MSCI Switzerland ETF,17.440000534057617,,0.019495489241935893,0.2698589713230273,,,
2005-07-31,Malaysia,EWM,iShares MSCI Malaysia ETF,29.760000228881836,,-0.02419396003717511,0.05497814379193633,,,
2005-07-31,Netherlands,EWN,iShares MSCI Netherlands ETF,19.06999969482422,,0.011011794381572182,0.24474372899110763,,,
